X,MC-list,MC-matrix,DP-list,DP-matrix
10,0.029895623524983723,0.05877025922139486,0.0009419918060302734,0.0016485055287679036
30,0.0904998779296875,0.17711464564005533,0.0009419918060302734,0.0016485055287679036
100,0.2988169193267822,0.591264009475708,0.0009419918060302734,0.0016485055287679036
300,0.9033306439717611,1.7755188941955566,0.0009419918060302734,0.0016485055287679036
1000,3.012626886367798,5.945854028065999,0.0009419918060302734,0.0016485055287679036
